660,锤子 坚果 Pro2S,全网通,4G+64G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常
780,锤子 坚果 Pro2S,全网通,6G+64G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常
930,锤子 坚果 Pro2S,全网通,6G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常
540,锤子 坚果 Pro2S,移动版,4G+64G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常
670,锤子 坚果 Pro2S,移动版,6G+64G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常
670,锤子 坚果 Pro2S,移动版,6G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常
660,锤子 坚果 Pro2S,全网通,4G+64G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常
560,锤子 坚果 Pro2S,全网通,4G+64G,经常使用，完好有轻微划痕,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常
540,锤子 坚果 Pro2S,全网通,4G+64G,经常使用，外壳有磕碰掉漆,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常
440,锤子 坚果 Pro2S,全网通,4G+64G,外壳有裂缝/缺失/变形/刻字,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常
820,锤子 坚果 Pro2S,全网通,4G+64G,从未使用，全新包装未拆封,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常
540,锤子 坚果 Pro2S,全网通,4G+64G,很少使用，完美无任何痕迹,经常使用，完好有轻微划痕,很少使用，显示完美几乎全新,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常
380,锤子 坚果 Pro2S,全网通,4G+64G,很少使用，完美无任何痕迹,屏幕有缺角/碎裂,很少使用，显示完美几乎全新,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常
540,锤子 坚果 Pro2S,全网通,4G+64G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,经常使用，显示正常细微色差,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常
380,锤子 坚果 Pro2S,全网通,4G+64G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,经常使用，显示有轻微透字,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常
220,锤子 坚果 Pro2S,全网通,4G+64G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,显示异常，有局部花屏/老化,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常
15,锤子 坚果 Pro2S,全网通,4G+64G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,屏幕无法正常显示,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常
290,锤子 坚果 Pro2S,全网通,4G+64G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,黑色,有开机密码,充电正常
2,锤子 坚果 Pro2S,全网通,4G+64G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,黑色,无法开机/自动重启/工程模式,充电正常
2,锤子 坚果 Pro2S,全网通,4G+64G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号无法退出,黑色,正常开机进入桌面,充电正常
220,锤子 坚果 Pro2S,全网通,4G+64G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,屏幕维修（屏幕拆开或维修）,账号可退出,黑色,正常开机进入桌面,充电正常
200,锤子 坚果 Pro2S,全网通,4G+64G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,主板维修（主板拆修或故障）,账号可退出,黑色,正常开机进入桌面,充电正常
15,锤子 坚果 Pro2S,全网通,4G+64G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,屏幕和主板均有维修,账号可退出,黑色,正常开机进入桌面,充电正常
220,锤子 坚果 Pro2S,全网通,4G+64G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常,触摸失灵/延迟
200,锤子 坚果 Pro2S,全网通,4G+64G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常,机身进水或受潮
260,锤子 坚果 Pro2S,全网通,4G+64G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常,机身弯曲
440,锤子 坚果 Pro2S,全网通,4G+64G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常,更换过电池/摄像头/外壳/尾插
160,锤子 坚果 Pro2S,全网通,4G+64G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常,通话功能不正常
290,锤子 坚果 Pro2S,全网通,4G+64G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常,指纹无法完全录入和解锁
260,锤子 坚果 Pro2S,全网通,4G+64G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常,拍摄模糊/抖动/有斑
160,锤子 坚果 Pro2S,全网通,4G+64G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常,无线无法打开/无法连接
420,锤子 坚果 Pro2S,全网通,4G+64G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,黑色,正常开机进入桌面,充电正常,光线/距离感应不正常
290,锤子 坚果 Pro2S,全网通,4G+64G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,振动不正常,黑色,正常开机进入桌面,充电正常
