1890,vivo iQOO,移动版,6G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常
2060,vivo iQOO,全网通,6G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常
2050,vivo iQOO,移动版,8G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常
2180,vivo iQOO,全网通,8G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常
2210,vivo iQOO,移动版,8G+256G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常
2340,vivo iQOO,全网通,8G+256G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常
2820,vivo iQOO,移动版,12G+256G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常
2940,vivo iQOO,全网通,12G+256G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常
1890,vivo iQOO,移动版,6G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常
1660,vivo iQOO,移动版,6G+128G,经常使用，完好有轻微划痕,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常
1540,vivo iQOO,移动版,6G+128G,经常使用，外壳有磕碰掉漆,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常
1260,vivo iQOO,移动版,6G+128G,外壳有裂缝/缺失/变形/刻字,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常
1970,vivo iQOO,移动版,6G+128G,从未使用，全新包装未拆封,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常
1620,vivo iQOO,移动版,6G+128G,很少使用，完美无任何痕迹,经常使用，完好有轻微划痕,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常
1040,vivo iQOO,移动版,6G+128G,很少使用，完美无任何痕迹,屏幕有缺角/碎裂,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常
1400,vivo iQOO,移动版,6G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,经常使用，显示正常细微色差,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常
870,vivo iQOO,移动版,6G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,经常使用，显示有轻微透字,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常
540,vivo iQOO,移动版,6G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,显示异常，有局部花屏/老化,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常
470,vivo iQOO,移动版,6G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,屏幕无法正常显示,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常
700,vivo iQOO,移动版,6G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,有开机密码,无维修情况,账号可退出,充电正常,振动正常
2,vivo iQOO,移动版,6G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无法开机/自动重启/工程模式,无维修情况,账号可退出,充电正常,振动正常
2,vivo iQOO,移动版,6G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,账号无法退出,充电正常,振动正常
540,vivo iQOO,移动版,6G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,屏幕维修（屏幕拆开或维修）,账号可退出,充电正常,振动正常
410,vivo iQOO,移动版,6G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,主板维修（主板拆修或故障）,账号可退出,充电正常,振动正常
55,vivo iQOO,移动版,6G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,屏幕和主板均有维修,账号可退出,充电正常,振动正常
540,vivo iQOO,移动版,6G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常,触摸失灵/延迟
410,vivo iQOO,移动版,6G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常,机身进水或受潮
610,vivo iQOO,移动版,6G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常,机身弯曲
1260,vivo iQOO,移动版,6G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常,更换过电池/摄像头/外壳/尾插
370,vivo iQOO,移动版,6G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常,通话功能不正常
540,vivo iQOO,移动版,6G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常,指纹无法完全录入和解锁
610,vivo iQOO,移动版,6G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常,拍摄模糊/抖动/有斑
370,vivo iQOO,移动版,6G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常,无线无法打开/无法连接
1220,vivo iQOO,移动版,6G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,账号可退出,充电正常,振动正常,光线/距离感应不正常
